gid,gname,gsubname,gname2,gsubname2,gname3,gsubname3,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim
108323,Palestinian Islamic Jihad (PIJ),,,,,,0,,,0,1,0,1,7,"Posted to website, blog, etc.",,,,,,,-9
108324,Islamic Front,,,,,,0,,,0,2,0,1,2,Call (post-incident),,,,,,,-9
108325,Al-Aqsa Martyrs Brigade,,,,,,0,,,0,1,0,1,2,Call (post-incident),,,,,,,-9
108326,Gunmen,,,,,,0,,,0,-99,0,0,,,,,,,,,
108327,Revolutionary Armed Forces of Colombia (FARC),,,,,,1,,,0,-99,0,0,,,,,,,,,
108328,Hamas (Islamic Resistance Movement),,,,,,0,,,0,1,0,1,2,Call (post-incident),,,,,,,-9
108329,Unknown,,,,,,0,,,0,2,0,0,,,,,,,,,
108330,Unknown,,,,,,0,,,0,2,0,0,,,,,,,,,
108331,Salafist Group for Preaching and Fighting (GSPC),,,,,,1,,,0,-99,0,0,,,,,,,,,
108332,Ansar al-Islam,,,,,,1,,,0,2,0,0,,,,,,,,,
108333,Liberians United for Reconciliation and Democracy (LURD),,,,,,0,,,0,100,-99,0,,,,,,,,,
108334,New Peoples Army (NPA),,,,,,1,,,0,100,0,0,,,,,,,,,
108335,Anti-Semitic extremists,,,,,,0,,,0,3,3,1,8,Personal claim,,,,,,,-9
108336,Revolutionary Armed Forces of Colombia (FARC),,,,,,0,,,0,100,-99,0,,,,,,,,,
108337,Revolutionary Armed Forces of Colombia (FARC),,,,,,1,,,0,-99,0,0,,,,,,,,,
108338,Al-Qaida,,,,,,0,,,0,,0,1,2,Call (post-incident),,,,,,,-9
108339,Muslim Militants,,,,,,0,,,0,-99,0,0,,,,,,,,,
108340,Revolutionary Armed Forces of Colombia (FARC),,,,,,1,,,0,-99,0,0,,,,,,,,,
108341,Al-Qaida,Islamic Army for the Liberation of the Holy Sites,,,,,0,,,0,1,0,1,8,Personal claim,,,,,,,0
108342,Unknown,,,,,,0,,,0,30,7,0,,,,,,,,,
108343,Sympathizers of Al-Qaida Organization,,,,,,1,,,0,,0,1,1,Letter,,,,,,,-9
108344,Palestinian Islamic Jihad (PIJ),,,,,,0,,,0,1,0,1,10,Unknown,,,,,,,0
108345,Taliban,,,,,,1,,,0,20,0,0,,,,,,,,,
108346,Karen National Union,,,,,,1,,,0,,0,0,,,,,,,,,
108347,Karen National Union,,,,,,1,,,0,-99,0,0,,,,,,,,,
108348,Sympathizers of Al-Qaida Organization,,,,,,0,,,0,,0,1,10,Unknown,,,,,,,-9
108349,Unknown,,,,,,1,,,0,,2,0,,,,,,,,,
108350,Revolutionary Armed Forces of Colombia (FARC),,,,,,0,,,0,-99,0,0,,,,,,,,,
108351,Grozny Jamaat,Commander Zelimkhan Akmadov,,,,,0,,,0,,0,0,,,,,,,,,
108352,Maoists,,,,,,1,,,0,-99,0,0,,,,,,,,,
108353,Forces for the Defense of Democracy (FDD),,,,,,0,,,0,-99,0,0,,,,,,,,,
108354,National Liberation Army of Colombia (ELN),,,,,,0,,,0,-99,0,0,,,,,,,,,
108355,Abu Sayyaf Group (ASG),,,,,,0,,,0,,0,1,3,Call (pre-incident),,,,,,,-9
108356,Abu Sayyaf Group (ASG),,,,,,0,,,0,2,0,1,3,Call (pre-incident),,,,,,,-9
108357,Sudan Peoples Liberation Army (SPLA),,,,,,1,,,0,-99,0,0,,,,,,,,,
108358,Al-Aqsa Martyrs Brigade,,,,,,0,,,0,3,0,1,8,Personal claim,,,,,,,0
108359,Revolutionary Armed Forces of Colombia (FARC),,,,,,0,,,0,10,0,0,,,,,,,,,
108360,Maoists,,,,,,0,,,0,100,0,0,,,,,,,,,
108361,Unknown,,,,,,0,,,0,,0,0,,,,,,,,,
108362,Revolutionary Armed Forces of Colombia (FARC),,,,,,1,,,0,-99,0,0,,,,,,,,,
108363,Lords Resistance Army (LRA),,,,,,0,,,0,-99,0,0,,,,,,,,,
108364,National Liberation Army of Colombia (ELN),,,,,,0,,,0,-99,0,0,,,,,,,,,
108365,Basque Fatherland and Freedom (ETA),,,,,,0,,,0,,5,1,3,Call (pre-incident),,,,,,,-9
108366,Basque Fatherland and Freedom (ETA),,,,,,0,,,0,,5,0,,,,,,,,,
108367,Muttahida Qami Movement (MQM),,,,,,1,,,0,2,0,0,,,,,,,,,
108368,Chin National Army,,,,,,1,,,0,,0,0,,,,,,,,,
108369,Porattom,,,,,,0,,,0,10,10,1,10,Unknown,,,,,,,-9
108370,Revolutionary Armed Forces of Colombia (FARC),,,,,,1,,,0,,2,0,,,,,,,,,
108371,Taliban,,Al-Qaida,,,,1,1,,0,,0,0,,,0,,,,,,
108372,Hamas (Islamic Resistance Movement),,,,,,0,,,0,,0,1,9,Other,,,,,,,-9
108373,Anti-Government extremists,,,,,,0,,,1,1,1,1,8,Personal claim,,,,,,,-9
108374,Animal Liberation Front (ALF),,,,,,0,,,0,,0,1,9,Other,,,,,,,-9
108375,Chechen Rebels,,,,,,0,,,0,1,1,1,8,Personal claim,,,,,,,-9
108376,Laskar Jihad,,,,,,1,,,0,,0,0,,,,,,,,,
108377,Salafist Group for Preaching and Fighting (GSPC),,,,,,1,,,0,50,0,0,,,,,,,,,
108378,Neo-Nazi extremists,,,,,,1,,,0,,4,0,,,,,,,,,
108379,Zimbabwe African Nationalist Union (ZANU),,,,,,0,,,0,,1,1,8,Personal claim,,,,,,,-9
108380,Basque Fatherland and Freedom (ETA),,,,,,1,,,0,20,2,0,,,,,,,,,
108381,Animal Rights extremists,,,,,,0,,,0,1,1,0,,,,,,,,,-9
108382,Salafist Group for Preaching and Fighting (GSPC),,,,,,0,,,0,20,-99,0,,,,,,,,,
108383,Hutu extremists,,,,,,0,,,0,,0,-9,,,,,,,,,-9
108384,Fanmi Lavalas,,,,,,1,,,0,,0,0,,,,,,,,,
108385,Hamas (Islamic Resistance Movement),,,,,,1,,,0,1,0,1,9,Other,,,,,,,-9
108386,Al-Qaida,,,,,,1,,,0,,406,0,,,,,,,,,
108387,Revolutionary Armed Forces of Colombia (FARC),,,,,,1,,,0,3,0,0,,,,,,,,,
108388,Popular Liberation Army (EPL),,,,,,1,,,0,,0,0,,,,,,,,,
108389,Lords Resistance Army (LRA),,,,,,0,,,0,-99,0,0,,,,,,,,,
108390,Sympathizers of Al-Qaida Organization,,,,,,0,,,0,,0,1,10,Unknown,,,,,,,-9
108391,Chechen Rebels,"Commander Rapani Khalilov, under the command of Abu al-Walid",,,,,1,,,0,,0,0,,,,,,,,,
108392,Revolutionary Armed Forces of Colombia (FARC),,,,,,1,,,0,,0,0,,,,,,,,,
108393,Hamas (Islamic Resistance Movement),,,,,,0,,,0,2,2,0,,,,,,,,,
108394,Unknown,,,,,,0,,,0,,0,1,5,Note left at scene,,,,,,,-9
108395,Maoists,,,,,,1,,,0,,0,0,,,,,,,,,
108396,Didier Ratsirakas Militia,,,,,,1,,,0,200,0,0,,,,,,,,,
108397,Draa El Mizan Seriat,,,,,,1,,,0,,0,0,,,,,,,,,
108398,Neo-Nazi extremists,,,,,,0,,,0,,0,1,5,Note left at scene,,,,,,,-9
108399,Face to Face (Face-a-Face),,,,,,1,,,0,,0,0,,,,,,,,,
108400,Jihadi-inspired extremists,,,,,,0,,,1,1,1,0,,,,,,,,,
108401,Revolutionary Armed Forces of Colombia (FARC),,,,,,1,,,0,10,0,0,,,,,,,,,
108402,Lashkar-e-Taiba (LeT),,Al-Mansoorian,,Jamiat ul-Mujahedin (JuM),,1,1,1,0,3,0,-9,,,1,2,Call (post-incident),1,2,Call (post-incident),1
108403,Peoples Revolutionary Army (ERP),,,,,,0,,,0,,0,1,8,Personal claim,,,,,,,-9
108404,Taliban (Pakistan),,,,,,1,,,0,,0,0,,,,,,,,,
108405,Forces for the Defense of Democracy (FDD),,,,,,0,,,0,-99,0,1,1,Letter,,,,,,,0
108406,Democratic Front for the Liberation of Palestine (DFLP),,,,,,0,,,0,,,1,1,Letter,,,,,,,-9
108407,Hamas (Islamic Resistance Movement),,Popular Front for the Liberation of Palestine (PFLP),,,,0,0,,0,1,0,1,2,Call (post-incident),1,2,Call (post-incident),,,,-9
108408,Revolutionary Armed Forces of Colombia (FARC),,,,,,0,,,0,,,-9,,,,,,,,,-9
108409,Unknown,,,,,,0,,,0,3,,0,7,"Posted to website, blog, etc.",,,,,,,-9
108410,Hamas (Islamic Resistance Movement),,Popular Front for the Liberation of Palestine (PFLP),,,,0,0,,0,1,0,1,2,Call (post-incident),1,10,Unknown,,,,-9
108411,Hamas (Islamic Resistance Movement),,Popular Front for the Liberation of Palestine (PFLP),,,,0,0,,0,1,0,1,10,Unknown,1,10,Unknown,,,,-9
108412,Liberians United for Reconciliation and Democracy (LURD),,,,,,0,,,0,,,1,10,Unknown,,,,,,,-9
108413,Unknown,,,,,,0,,,0,2,0,-9,,,,,,,,,-9
108414,Party for the Liberation of the Hutu People (PALIPEHUTU),Forces for National Liberation (FNL),,,,,0,,,0,,,-9,,,,,,,,,-9
108415,Armed Islamic Group (GIA),,,,,,1,,,0,1,0,-9,,,,,,,,,-9
108416,National Liberation Army of Colombia (ELN),,,,,,0,,,0,,,-9,,,,,,,,,-9
108417,Chechen Rebels,Commander Movsar Barayev,,,,,0,,,0,,,-9,,,,,,,,,-9
108418,Basque Fatherland and Freedom (ETA),,,,,,0,,,0,-99,0,1,3,Call (pre-incident),,,,,,,0
108419,Liberation Tigers of Tamil Eelam (LTTE),,,,,,1,,,0,1,0,-9,,,,,,,,,-9
108420,Karen National Union,,,,,,1,,,0,10,0,-9,,,,,,,,,-9
108421,United Self Defense Units of Colombia (AUC),,,,,,1,,,0,12,0,0,,,,,,,,,
108422,Unknown,,,,,,0,,,0,4,4,-9,,,,,,,,,-9
108423,Movement for Democracy and Justice in Chad (MDJT),,,,,,0,,,0,,0,-9,,,,,,,,,-9
108424,Kuki Revolutionary Army (KRA),,,,,,1,,,0,,,-9,,,,,,,,,-9
108425,Algerian Islamic Extremists,,,,,,,,,0,-99,0,0,,,,,,,,,
108426,New Peoples Army (NPA),,,,,,1,,,0,8,0,-9,,,,,,,,,-9
108427,Gunmen,,,,,,0,,,0,-99,-99,0,,,,,,,,,
108428,Lashkar-e-Taiba (LeT),,,,,,1,,,0,2,,-9,,,,,,,,,-9
108429,Gunmen,,,,,,0,,,0,3,0,0,,,,,,,,,
108430,Armed Islamic Group (GIA),,,,,,1,,,0,4,0,0,,,,,,,,,
108431,Chechen Rebels,,,,,,1,,,0,1,0,-9,,,,,,,,,-9
108432,Youths,,,,,,0,,,0,-99,0,0,,,,,,,,,
108433,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
108434,Irish Republican Army (IRA),,Ulster Volunteer Force (UVF),,,,0,0,,0,,2,0,,,0,,,,,,-9
108435,Unknown,,,,,,0,,,0,3,0,-9,,,,,,,,,-9
108436,Revolutionary Armed Forces of Colombia (FARC),,,,,,1,,,0,5,0,0,,,,,,,,,
108437,Party for the Liberation of the Hutu People (PALIPEHUTU),Forces for National Liberation (FNL),,,,,0,,,0,,0,-9,,,,,,,,,-9
108438,Palestinian Islamic Jihad (PIJ),,,,,,0,,,0,,0,1,10,Unknown,,,,,,,-9
108439,Popular Resistance (Laiki Antistasi),,,,,,0,,,0,,0,1,2,Call (post-incident),,,,,,,-9
108440,Lords Resistance Army (LRA),,,,,,0,,,0,,0,-9,,,,,,,,,-9
108441,Chechen Rebels,,,,,,0,,,0,25,5,-9,,,,,,,,,-9
108442,Palestinian Extremists,,,,,,0,,,0,1,0,0,,,,,,,,,
108443,Chechen Rebels,Mojahedin Unit,,,,,0,,,0,,0,-9,,,,,,,,,-9
108444,Real Irish Republican Army (RIRA),,,,,,0,,,0,,0,-9,,,,,,,,,-9
108445,Algerian Islamic Extremists,,,,,,,,,0,12,0,0,,,,,,,,,
108446,Algerian Islamic Extremists,,,,,,,,,0,10,-99,0,,,,,,,,,
108447,Hamas (Islamic Resistance Movement),,,,,,0,,,0,2,0,-9,,,,,,,,,-9
108448,Hamas (Islamic Resistance Movement),,,,,,0,,,0,3,0,1,9,Other,,,,,,,-9
108449,Movement for Democratic Change (MDC),,,,,,0,,,0,,0,-9,,,,,,,,,-9
108450,Democratic Front for the Liberation of Palestine (DFLP),,,,,,0,,,0,3,0,1,10,Unknown,,,,,,,-9
108451,Muslim extremists,,,,,,1,,,0,-99,0,0,,,,,,,,,
108452,Barisan Revolusi Nasional (BRN),,,,,,1,,,0,7,0,-9,,,,,,,,,-9
108453,Armed Islamic Group (GIA),,,,,,1,,,0,-99,0,0,,,,,,,,,
108454,Lashkar-e-Omar,Tarjuman Al-Qanoon,,,,,1,,,0,,0,1,9,Other,,,,,,,-9
108455,Revolutionary Armed Forces of Colombia (FARC),,,,,,0,,,0,50,0,-9,,,,,,,,,-9
108456,Free Aceh Movement (GAM),,,,,,1,,,0,2,0,0,,,,,,,,,
108457,Armed Islamic Group (GIA),,,,,,1,,,0,3,0,0,,,,,,,,,
108458,Al-Madina,,,,,,0,,,0,,0,1,10,Unknown,,,,,,,-9
108459,Muslim Separatists,,,,,,0,,,0,-99,0,0,,,,,,,,,
108460,Hamas (Islamic Resistance Movement),,,,,,0,,,0,1,0,1,2,Call (post-incident),,,,,,,-9
108461,Abu Sayyaf Group (ASG),,,,,,1,,,0,11,0,0,,,,,,,,,
108462,Congolese Rally for Democracy (RCD),,,,,,0,,,0,,0,0,,,,,,,,,
108463,National Liberation Army of Colombia (ELN),,,,,,0,,,0,80,0,0,,,,,,,,,
108464,Gunmen,,,,,,0,,,0,2,0,0,,,,,,,,,
108465,Popular Front for the Liberation of Palestine (PFLP),,,,,,0,,,0,2,0,1,2,Call (post-incident),,,,,,,-9
108466,Liberians United for Reconciliation and Democracy (LURD),,,,,,0,,,0,,0,1,1,Letter,,,,,,,-9
108467,New Peoples Army (NPA),,,,,,0,,,0,,0,1,1,Letter,,,,,,,-9
108468,Hizbul Mujahideen (HM),,Al-Madina,,,,1,1,,0,,0,1,10,Unknown,1,10,Unknown,,,,1
108469,National Democratic Front of Bodoland (NDFB),,Dima Halao Daoga (DHD),,,,0,0,,0,8,0,0,,,0,,,,,,-9
108470,Lords Resistance Army (LRA),,,,,,0,,,0,20,1,-9,,,,,,,,,-9
108471,Oromo Liberation Front,,,,,,0,,,0,,0,1,2,Call (post-incident),,,,,,,-9
108472,Lords Resistance Army (LRA),,,,,,0,,,0,25,0,-9,,,,,,,,,-9
108473,Algerian Islamic Extremists,,,,,,,,,0,-99,0,0,,,,,,,,,
108474,Free Aceh Movement (GAM),,,,,,0,,,0,20,0,-9,,,,,,,,,-9
108475,Hizbul Mujahideen (HM),,,,,,0,,,0,,0,1,9,Other,,,,,,,-9
108476,Al-Qaida,,,,,,0,,,0,,0,-9,,,,,,,,,-9
108477,Revolutionary Armed Forces of Colombia (FARC),,,,,,0,,,0,2,0,-9,,,,,,,,,-9
108478,Unknown,,,,,,0,,,0,5,0,-9,,,,,,,,,-9
108479,United Self Defense Units of Colombia (AUC),,,,,,1,,,0,,0,0,,,,,,,,,
108480,Lords Resistance Army (LRA),,,,,,0,,,0,90,0,-9,,,,,,,,,-9
108481,Revolutionary Armed Forces of Colombia (FARC),,,,,,0,,,0,,0,-9,,,,,,,,,-9
108482,New Peoples Army (NPA),,,,,,1,,,0,40,0,0,,,,,,,,,
108483,Sardinian Autonomy Movement,,,,,,0,,,0,,0,1,1,Letter,,,,,,,-9
108484,Chechen Rebels,,,,,,0,,,0,15,0,-9,,,,,,,,,-9
108485,Liberation Tigers of Tamil Eelam (LTTE),,,,,,1,,,0,25,0,0,,,,,,,,,
108486,Algerian Islamic Extremists,,,,,,,,,0,-99,0,0,,,,,,,,,
108487,Mujahideen Islam Pattani,,,,,,1,,,0,1,0,0,,,,,,,,,
108488,Al-Aqsa Martyrs Brigade,,,,,,1,,,0,,0,1,1,Letter,,,,,,,-9
108489,Lords Resistance Army (LRA),,,,,,1,,,0,60,0,-9,,,,,,,,,-9
108490,New Revolutionary Popular Struggle (NELA),,,,,,1,,,0,,0,0,,,,,,,,,
108491,Armed Forces of the Chechen Republic of Ichkeria,,,,,,0,,,0,,0,0,,,,,,,,,
108492,Mujahideen Islam Pattani,,,,,,1,,,0,,0,0,,,,,,,,,
108493,Armed Islamic Group (GIA),,,,,,1,,,0,-99,0,0,,,,,,,,,
108494,Unknown,,,,,,0,,,0,,0,0,,,,,,,,,
108495,New Peoples Army (NPA),,,,,,1,,,0,,0,-9,,,,,,,,,-9
108496,Moro Islamic Liberation Front (MILF),,,,,,1,,,0,30,0,0,,,,,,,,,
108497,Lashkar-e-Taiba (LeT),,,,,,0,,,0,3,0,0,,,,,,,,,
108498,Lashkar-e-Taiba (LeT),,,,,,1,,,0,5,0,0,,,,,,,,,
108499,Algerian Islamic Extremists,,,,,,,,,0,3,0,0,,,,,,,,,
108500,National Democratic Front of Bodoland (NDFB),,,,,,0,,,0,-99,0,0,,,,,,,,,
108501,Revolutionary Armed Forces of Colombia (FARC),,,,,,0,,,0,-99,0,1,10,Unknown,,,,,,,0
108502,Hamas (Islamic Resistance Movement),Ezzedine al-Qassam Brigades,Al-Aqsa Martyrs Brigade,,Democratic Front for the Liberation of Palestine (DFLP),,0,0,0,0,3,0,1,10,Unknown,1,10,Unknown,1,10,Unknown,1
108503,Palestinian Islamic Jihad (PIJ),,,,,,0,,,0,2,0,1,2,Call (post-incident),1,2,Call (post-incident),,,,1
108504,Rabid Brothers of Giuliani,,,,,,0,,,0,,0,1,2,Call (post-incident),,,,,,,-9
108505,Unknown,,,,,,0,,,0,,0,0,,,,,,,,,
108506,Muslim Rebels,,,,,,0,,,0,-99,0,0,,,,,,,,,
108507,Gunmen,,,,,,0,,,0,5,0,0,,,,,,,,,
108508,Unknown,,,,,,0,,,0,,0,0,,,,,,,,,
108509,Al-Aqsa Martyrs Brigade,,,,,,0,,,0,,0,1,10,Unknown,,,,,,,-9
108510,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
108511,Al-Aqsa Martyrs Brigade,,,,,,0,,,0,1,0,1,10,Unknown,,,,,,,-9
108512,Jamiat ul-Mujahedin (JuM),,,,,,1,,,0,,0,0,,,,,,,,,
108513,Taliban,,,,,,0,,,0,-99,0,1,9,Other,,,,,,,0
108514,Revolutionary Armed Forces of Colombia (FARC),,,,,,0,,,0,-99,0,0,,,,,,,,,
108515,Real Irish Republican Army (RIRA),,,,,,0,,,0,,,0,,,,,,,,,
108516,Hamas (Islamic Resistance Movement),,,,,,0,,,0,,0,1,10,Unknown,,,,,,,-9
108517,Revolutionary Armed Forces of Colombia (FARC),,,,,,0,,,0,,0,0,,,,,,,,,
108518,Palestinians,,,,,,0,,,0,4,4,1,9,Other,,,,,,,0
108519,Unknown,,,,,,0,,,0,,0,0,,,,,,,,,
108520,Hamas (Islamic Resistance Movement),Ezzedine al-Qassam Brigades,,,,,0,,,0,1,0,1,10,Unknown,,,,,,,-9
108521,Hamas (Islamic Resistance Movement),Ezzedine al-Qassam Brigades,,,,,0,,,0,,,1,10,Unknown,,,,,,,-9
108522,Revolutionary Armed Forces of Colombia (FARC),,,,,,0,,,0,,0,0,,,,,,,,,
108523,Al-Intiqami al-Pakistani,,,,,,0,,,0,,0,1,10,Unknown,,,,,,,-9
108524,Unknown,,,,,,0,,,0,,10,0,,,,,,,,,
108525,Chechen Rebels,Commander Doku Umarov,,,,,0,,,0,,0,0,,,,,,,,,
108526,Unknown,,,,,,0,,,0,,0,0,,,,,,,,,
108527,Al-Mansoorian,,,,,,0,,,0,2,0,0,,,,,,,,,
108528,Unknown,,,,,,0,,,0,,0,0,,,,,,,,,
108529,New Peoples Army (NPA),,,,,,0,,,0,,0,0,,,,,,,,,
108530,Revolutionary Armed Forces of Colombia (FARC),,,,,,0,,,0,,0,0,,,,,,,,,
108531,Eddaoua Essalafia Lilqadha,,,,,,0,,,0,,0,0,,,,,,,,,
108532,All Nepal National Free Student Union-Revolutionary,,,,,,0,,,0,,0,1,10,Unknown,,,,,,,-9
108533,Algerian Islamic Extremists,,,,,,,,,0,8,0,0,,,,,,,,,
108534,Al-Intiqami al-Pakistani,,,,,,1,,,0,3,0,0,,,,,,,,,
108535,Army of the Republic of Ilirida,,,,,,0,,,0,,0,0,,,,,,,,,
108536,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
108537,Maoists,,,,,,1,,,0,-99,0,0,,,,,,,,,
108538,Earth Liberation Front (ELF),,,,,,0,,,0,-99,-99,1,4,E-mail,,,,,,,
108539,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
108540,Free Aceh Movement (GAM),,,,,,0,,,0,,0,1,10,Unknown,,,,,,,-9
108541,Kashmiri extremists,,,,,,0,,,0,,0,0,,,,,,,,,
108542,National Democratic Front of Bodoland (NDFB),,United Liberation Front of Assam (ULFA),,Achik National Volunteer Council (ANVC),,0,0,0,0,,0,0,,,0,,,0,,,
108543,Armed Islamic Group (GIA),,,,,,0,,,0,-99,0,0,,,,,,,,,
108544,Jaish-e-Mohammad (JeM),,,,,,1,,,0,1,0,0,,,,,,,,,
108545,Earth Liberation Front (ELF),,,,,,1,,,0,-99,-99,0,,,,,,,,,
108546,Kamtapur Liberation Organization (KLO),,,,,,0,,,0,5,-99,1,,,,,,,,,
108547,National Liberation Army of Colombia (ELN),,,,,,1,,,0,20,0,1,10,Unknown,,,,,,,-9
108548,Democratic Iraqi Opposition of Germany,,,,,,0,,,0,5,5,1,3,Call (pre-incident),,,,,,,-9
108549,Abu Sayyaf Group (ASG),,,,,,0,,,0,,,1,9,Other,,,,,,,-9
108550,Salafist Group for Preaching and Fighting (GSPC),,,,,,1,,,0,10,-99,0,,,,,,,,,
108551,Armed Islamic Group (GIA),,,,,,1,,,0,-99,0,0,,,,,,,,,
108552,Unknown,,,,,,0,,,0,2,0,0,,,,,,,,,
108553,Gunmen,,,,,,0,,,0,-99,0,0,,,,,,,,,
108554,Guadalcanal Liberation Front (GLF),,,,,,0,,,0,1,1,1,2,Call (post-incident),,,,,,,-9
108555,Militants,,,,,,0,,,0,-99,0,0,,,,,,,,,
108556,Al-Aqsa Martyrs Brigade,,,,,,0,,,0,-99,0,1,10,Unknown,,,,,,,0
108557,Ninjas,,,,,,1,,,0,,0,0,,,,,,,,,
108558,Bandits,,,,,,0,,,0,8,0,1,9,Other,,,,,,,0
108559,Muslim Militants,,,,,,1,,,0,2,0,0,,,,,,,,,
108560,Albanian National Army (ANA),,,,,,0,,,0,4,10,0,,,,,,,,,
108561,Lords Resistance Army (LRA),,,,,,0,,,0,70,0,-9,,,,,,,,,-9
108562,New Peoples Army (NPA),,,,,,0,,,0,30,3,-9,,,,,,,,,-9
108563,Peoples Revolutionary Militias (MRP),,,,,,0,,,0,,,0,,,,,,,,,
108564,Gunmen,,,,,,0,,,0,2,0,0,,,,,,,,,
108565,Front for Peace and Reconciliation (FRP),,,,,,0,,,0,-99,0,1,10,Unknown,,,,,,,0
108566,Popular Front for the Liberation of Palestine (PFLP),,,,,,1,,,0,1,0,1,10,Unknown,,,,,,,-9
108567,Maoists,,,,,,1,,,0,4,0,0,,,,,,,,,
108568,Revolutionary Armed Forces of Colombia (FARC),,,,,,0,,,0,2,0,0,,,,,,,,,
108569,Algerian Islamic Extremists,,,,,,,,,0,-99,0,0,,,,,,,,,
108570,Palestinians,,,,,,0,,,0,-99,0,0,,,,,,,,,
108571,Muslim Militants,,,,,,1,,,0,-99,0,0,,,,,,,,,
108572,Militants,,,,,,1,,,0,-99,0,0,,,,,,,,,
108573,Unknown,,,,,,0,,,0,5,0,1,10,Unknown,,,,,,,0
108574,Al-Qaida,,,,,,1,,,0,1,0,0,,,,,,,,,
108575,Gunmen,,,,,,0,,,0,2,0,0,,,,,,,,,
108576,Al-Qaida,,,,,,1,,,0,-99,0,0,,,,,,,,,
108577,Muslim Militants,,,,,,1,,,0,-99,0,0,,,,,,,,,
108578,Armed Islamic Group (GIA),,,,,,1,,,0,-99,0,0,,,,,,,,,
108579,Jamiat ul-Mujahedin (JuM),,,,,,1,,,0,,,1,10,Unknown,,,,,,,-9
108580,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
108581,Unknown,,,,,,0,,,0,1,0,0,,,,,,,,,
108582,Lords Resistance Army (LRA),,,,,,0,,,0,-99,0,0,,,,,,,,,
108583,Muslim Militants,,,,,,1,,,0,2,0,0,,,,,,,,,
108584,Unknown,,,,,,0,,,1,2,2,1,,,,,,,,,
108585,Al-Arifeen,,Lashkar-e-Taiba (LeT),,Al-Barq,,1,1,1,0,3,0,1,2,Call (post-incident),1,2,Call (post-incident),1,10,Unknown,1
108586,Muslim Rebels,,,,,,1,,,0,-99,0,0,,,,,,,,,
108587,Salafist Group for Preaching and Fighting (GSPC),,,,,,0,,,0,15,-99,0,,,,,,,,,
108588,Armed Islamic Group (GIA),,,,,,1,,,0,20,0,0,,,,,,,,,
108589,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
108590,Lords Resistance Army (LRA),,,,,,1,,,0,-99,0,0,,,,,,,,,
108591,Unknown,,,,,,0,,,0,,0,0,,,,,,,,,
108592,Al-Qaida,,,,,,1,,,0,-99,0,0,,,,,,,,,
108593,Gunmen,,,,,,0,,,0,-99,0,0,,,,,,,,,
108594,Rebels,,,,,,1,,,0,-99,0,0,,,,,,,,,
108595,Militants,,,,,,1,,,0,-99,0,0,,,,,,,,,
108596,Extremists,,,,,,1,,,0,-99,0,0,,,,,,,,,
108597,Palestinian Islamic Jihad (PIJ),al-Quds Brigades,,,,,0,,,0,1,0,0,,,,,,,,,
108598,Revolutionary Armed Forces of Colombia (FARC),,,,,,0,,,0,-99,0,0,,,,,,,,,
108599,Hamas (Islamic Resistance Movement),,Palestinian Islamic Jihad (PIJ),,,,1,1,,0,1,0,1,10,Unknown,1,10,Unknown,,,,1
108600,Maoists,,,,,,0,,,0,50,0,0,,,,,,,,,
108601,Lords Resistance Army (LRA),,,,,,0,,,0,-99,0,0,,,,,,,,,
108602,Militants,,,,,,0,,,0,-99,0,0,,,,,,,,,
108603,Al-Arifeen,,,,,,0,,,0,-99,0,1,10,Unknown,,,,,,,0
108604,Salafist Group for Preaching and Fighting (GSPC),Draa El Mizan seriat,,,,,0,,,0,10,-99,0,,,,,,,,,
108605,Earth Liberation Front (ELF),,,,,,0,,,0,3,3,1,7,"Posted to website, blog, etc.",,,,,,,-9
108606,Abu Sayyaf Group (ASG),,,,,,1,,,0,5,0,0,,,,,,,,,
108607,Gunmen,,,,,,1,,,0,-99,0,0,,,,,,,,,
108608,Muslim extremists,,,,,,1,,,0,4,3,0,,,,,,,,,
108609,Maoists,,,,,,1,,,0,15,0,0,,,,,,,,,
108610,Gunmen,,,,,,0,,,0,2,0,0,,,,,,,,,
108611,Free Aceh Movement (GAM),,,,,,1,,,0,-99,0,0,,,,,,,,,
108612,Gunmen,,,,,,0,,,0,2,0,0,,,,,,,,,
108613,Armed Islamic Group (GIA),,,,,,1,,,0,-99,1,0,,,,,,,,,
108614,Islamic Shashantantra Andolon (ISA),,,,,,1,,,0,-99,0,0,,,,,,,,,
108615,Muslim Militants,,,,,,1,,,0,-99,0,0,,,,,,,,,
108616,Islamic Shashantantra Andolon (ISA),,,,,,1,,,0,-99,0,0,,,,,,,,,
108617,Maoists,,,,,,0,,,0,50,0,0,,,,,,,,,
108618,Separatists,,,,,,1,,,0,-99,0,0,,,,,,,,,
108619,Unknown,,,,,,0,,,0,,,0,,,,,,,,,
108620,Muslim Militants,,,,,,1,,,0,-99,0,0,,,,,,,,,
108621,Armed Islamic Group (GIA),,,,,,1,,,0,-99,0,0,,,,,,,,,
