gid,weaponid,attackid
103112,10001,1
104918,10086,2
105127,10086,1
101114,10086,2
112636,16444,3
105128,10086,1
112811,14475,3
105130,10086,2
101792,10086,2
102758,10001,3
124364,16444,3
104799,10086,7
113617,14475,3
104026,10086,2
105137,10086,2
101400,10005,2
101105,10001,9
112706,14475,3
120304,16444,3
100011,10086,4
103823,10086,2
103685,10086,2
121101,16444,3
102415,10086,2
103191,10086,1
105153,10086,6
100209,10086,4
105155,10086,2
103236,10001,6
103237,10001,6
104269,10086,7
105166,10086,2
105170,10086,2
105171,10086,1
105172,10086,1
105177,10086,6
105178,10086,1
104475,10086,2
101632,10003,7
101847,10086,2
101649,10003,7
124670,16444,3
124685,16444,3
103876,10086,2
105123,10086,2
102391,10086,2
103013,10001,9
102922,10001,9
103164,10001,9
105190,10086,2
114555,14475,1
102897,10086,2
123358,16444,3
105191,10086,2
105195,10086,2
105196,10086,2
104237,10086,2
123247,16444,3
124939,16444,3
105200,10086,6
105202,10086,2
100570,10086,1
104827,10086,2
101038,10086,6
105221,10086,1
116137,16444,3
105225,10086,2
104683,10086,2
105226,10086,2
121412,16444,3
116651,16444,3
103537,10086,7
103242,10001,6
104007,10086,2
100032,10001,4
104986,10086,2
125427,16444,3
100824,10001,1
125646,16444,3
102007,10001,1
103781,10086,2
105233,10086,2
100646,10086,2
105234,10086,1
124145,16444,3
105235,10086,6
101231,10086,2
126006,16444,3
103878,10086,7
104799,10086,2
105242,10086,1
102669,10086,2
104272,10086,2
122845,16444,3
119000,16444,3
102155,10001,1
126442,16444,3
126228,16444,3
120304,16444,1
104993,10086,1
104806,10086,2
124013,16444,3
105271,10086,2
101740,10086,2
104806,10086,1
126361,16444,3
126726,16444,3
116666,16444,3
102980,10001,9
101339,10001,6
102113,10086,2
105279,10086,6
101278,10086,2
105282,10086,4
102922,10001,1
127076,16444,3
102672,10001,6
105283,10086,2
105284,10086,2
100989,10001,9
127088,16444,3
117212,16444,3
105105,10086,2
116957,16444,3
101833,10086,2
101512,10086,2
105287,10086,2
101278,10086,1
102988,10086,2
104083,10086,2
105288,10086,1
125284,16444,3
105290,10086,2
103269,10001,6
104799,10086,6
105296,10086,6
103536,10086,1
105062,10086,2
105298,10086,1
105300,10086,5
105123,10086,1
105301,10086,2
116470,16444,3
105300,10086,2
127507,16444,3
127695,16444,3
105131,10086,1
102476,10005,2
105303,10086,1
100824,10005,2
114768,14475,3
105303,10086,2
114832,14475,3
105296,10086,2
101361,10003,7
126771,16444,3
126006,16444,1
128603,16444,3
105308,10086,2
101660,10086,1
104939,10086,2
116060,16444,3
103181,10001,9
105311,10086,1
105313,10086,2
105316,10086,2
116137,16444,1
129185,16444,3
105317,10086,1
105318,10086,1
105319,10086,2
126940,10006,3
129271,16444,3
129623,16444,3
104223,10086,2
103819,10086,1
105139,10086,2
105322,10086,2
100233,10086,6
128325,16444,3
128203,16444,3
101660,10001,9
129722,16444,3
100238,10005,4
103276,10001,6
103278,10001,6
105324,10086,2
114879,14475,3
115041,14475,3
105330,10086,2
103281,10001,6
129892,16444,3
100253,10001,1
102854,10001,1
115250,14475,3
101844,10086,2
105202,10086,1
130010,16444,3
130129,16444,3
130238,16444,3
103287,10001,6
100543,10086,6
104086,10086,1
104441,10086,1
105345,10086,2
103781,10086,1
100989,10086,2
104147,10086,7
101660,10086,2
100188,10086,6
103205,10086,2
130354,16444,3
127459,16444,3
116094,16444,3
103291,10001,9
104670,10086,2
104791,10086,2
103514,10086,2
130830,16444,3
101342,10005,1
105354,10086,2
105356,10086,1
126388,16444,3
131162,16444,3
100991,10001,1
103126,10001,1
103296,10001,1
113314,14475,3
100418,14475,3
100424,10001,1
116456,14475,3
116015,14475,3
116056,14475,3
117755,14475,3
131201,16444,1
118400,14475,3
104244,10086,2
105231,10086,2
131249,16444,3
117494,14475,3
103598,10086,1
100437,10086,6
101326,10086,6
102312,10086,2
118402,14475,3
115084,14475,3
118489,14475,3
131323,16444,3
100209,10086,7
105364,10086,2
100646,10086,7
116365,14475,3
100490,10086,2
103356,10086,2
103203,10001,9
103245,10001,4
103923,10086,1
131431,16444,3
131646,16444,3
105372,10086,1
101443,10003,7
104252,10086,5
104121,10086,1
104121,10086,6
105377,10086,1
104775,10086,2
104058,10086,2
100044,10086,2
103302,10001,6
124342,10006,3
105381,10086,7
103157,10086,1
105383,10086,6
105384,10086,2
104445,10086,2
105389,10086,2
118907,16444,3
105392,10086,2
105045,10086,1
104256,10086,2
105397,10086,2
105398,10086,6
103303,10001,3
102057,10001,3
103091,10001,6
103305,10001,3
115963,16444,3
125707,16444,3
103205,10086,6
104861,10086,2
103308,10001,9
105406,10086,2
105125,10086,2
116738,16444,3
104419,10086,2
101414,10003,7
103598,10086,2
132393,16444,1
111072,16445,3
100032,10001,3
103310,10001,9
105715,16446,3
103606,10086,2
103780,10086,2
105410,10086,2
102517,10086,2
111075,16447,3
105412,10086,6
105413,10086,6
100459,10086,6
105418,10086,4
105419,10086,2
105715,16448,2
109496,16449,3
102727,10001,9
105422,10086,2
100459,10086,2
100459,10001,3
105127,10086,6
105715,16450,2
103311,10001,9
119863,14475,3
103311,10001,1
111076,16451,3
120245,14475,3
105430,10086,2
105715,16452,2
120763,14475,3
122934,14475,3
111042,16453,2
101721,10086,1
111042,16454,3
103136,10001,9
103928,10086,2
116502,10006,3
102811,10086,6
105439,10086,2
105440,10086,2
100989,10086,1
105452,10086,2
105715,16455,3
118887,14475,3
123889,14475,3
116135,14475,3
103762,10086,2
105454,10086,6
100490,10086,5
100490,10086,6
111083,16456,7
103685,10086,1
105914,16457,3
102224,10001,9
101712,10001,3
117919,14475,3
125481,14475,3
117585,14475,3
126036,14475,3
126064,14475,3
116219,14475,3
101805,10086,2
103970,10086,1
105462,10086,2
126108,14475,3
105466,10086,2
103312,10001,9
129427,10006,3
105469,10086,2
105472,10086,2
105914,16458,3
111086,16459,7
103314,10001,3
105715,16460,3
100616,10086,2
111087,16461,3
103316,10001,9
103321,10001,9
103324,10001,3
103324,10006,3
105259,10086,2
105480,10086,2
104692,10086,2
104589,10086,2
105486,10086,6
101388,10005,2
111058,16462,6
103245,10001,9
105807,16463,6
103710,10086,2
102561,10001,1
102561,10006,3
103205,10086,1
126593,14475,3
126668,14475,3
126791,14475,3
102681,10086,2
100419,10086,2
101140,10086,2
105715,16463,9
103327,10001,9
105500,10086,2
101521,10086,2
104162,10086,1
127101,14475,3
105506,10086,2
105507,10086,2
128614,14475,3
128834,14475,3
103330,10001,3
129423,10006,3
105509,10086,2
105715,16463,6
105510,10086,2
102324,10086,2
105515,10086,2
105516,10086,2
105517,10086,1
130916,14475,3
115907,14475,3
105518,10086,2
103914,10086,2
105519,10086,6
105522,10086,2
103331,10001,9
120169,14475,3
103536,10086,2
105508,10086,2
105526,10086,2
104994,10086,1
101147,10086,2
101147,10006,3
100570,10086,7
104680,10086,2
100418,14475,1
120938,14475,3
105532,10086,1
104805,10086,2
105536,10086,2
105538,10086,2
105538,10006,3
111103,16463,1
102639,10001,9
105045,10086,2
100044,10005,2
105524,10086,6
100940,10086,2
111089,16464,3
108525,14476,3
105543,10086,1
109496,16465,3
104304,10086,2
103704,10086,1
105745,16466,3
101105,10086,2
105552,10086,1
105553,10086,2
105127,10086,2
103704,10086,2
111026,16467,3
100704,10086,6
104306,10086,1
100238,10086,7
100188,10086,4
101396,10086,2
105566,10086,1
100526,10086,2
101201,10001,1
105568,10086,2
104052,10086,2
105282,10086,2
105576,10086,2
101702,10086,7
102410,10086,2
101748,10086,2
100268,10086,2
103339,10001,9
103340,10001,3
101370,10001,3
102827,10001,1
104686,10086,2
101231,10086,6
108530,14477,3
105948,16468,2
106049,16469,2
101306,10001,3
105711,14478,2
105581,10086,6
103291,10086,2
101849,10001,1
101522,10001,6
103207,10001,9
111094,16470,6
100011,10086,7
105582,10086,1
102095,10001,3
108533,14479,2
105583,10086,2
105802,14479,2
109956,14479,1
110166,14479,2
109115,14479,2
103658,10005,2
120575,10006,3
124473,10006,3
115914,10006,3
104641,10086,2
101942,10086,2
103356,10086,6
103345,10001,1
105448,10086,2
101326,10086,2
103347,10001,3
111096,16471,3
105715,16471,3
101497,10001,9
103348,10001,9
104587,10086,2
102849,10086,6
105519,10086,2
100238,10086,4
105589,10086,1
105590,10086,1
105591,10086,1
100437,10086,4
103350,10001,1
102599,10001,6
102138,10001,3
111058,16472,3
102846,10086,6
103351,10001,9
105592,10086,6
105452,10086,6
105135,10086,2
105715,16472,3
103337,10001,1
105602,10086,2
105153,10086,2
110615,14479,2
105601,10086,2
105715,16473,3
103357,10001,9
103357,10006,3
101628,10086,2
110441,16474,3
111096,16475,3
100287,10086,6
101140,10086,6
105606,10086,2
104861,10086,1
105609,10086,2
111098,16476,2
129493,10006,3
103121,10001,9
103526,10086,2
105715,16477,3
101740,10001,9
105614,10086,2
100570,10086,6
110066,16478,7
103358,10001,6
103360,10001,9
103361,10001,6
105878,14479,2
105715,16479,3
105715,16480,3
103362,10001,6
105618,10086,2
106487,14479,2
106638,14479,2
111810,14479,6
106022,14479,6
106928,14480,3
105711,14481,3
105711,14482,3
105711,14483,2
105620,10086,2
101135,10086,2
111058,16481,6
110407,16482,3
105745,16483,3
129494,10006,3
105621,10086,2
101741,10001,1
105601,10086,6
102162,10086,2
105625,10086,6
102221,10001,1
105715,16484,3
105626,10086,2
105627,10086,2
105715,16485,2
104324,10086,2
105631,10086,2
101231,10086,1
105632,10086,2
105711,14484,3
105711,14485,3
103365,10001,9
105711,14486,1
106322,14487,3
105636,10086,6
100233,10001,9
100233,10006,3
104695,10086,2
105639,10086,2
105641,10086,2
100689,10003,7
105648,10086,2
105315,10086,2
102767,10086,2
107270,16486,2
111107,16486,2
102214,10086,2
105658,10086,2
100419,10006,3
108548,14488,5
105715,16487,3
105660,10086,2
103367,10001,9
103368,10001,9
102727,10001,7
105663,10086,2
105715,16488,3
105665,10086,2
105666,10086,6
105666,10006,3
100655,10001,3
105670,10086,2
103370,10001,9
105715,16489,3
101296,10001,1
105715,16490,3
105715,10006,1
101660,10001,3
110066,16491,3
103034,10086,2
102297,10001,9
105715,16492,7
102826,10001,9
103379,10001,9
105672,10086,6
105673,10086,2
105673,10006,3
103380,10001,6
102407,10086,6
103381,10001,3
108549,14489,6
105678,10086,1
101104,10086,2
101893,10086,7
105715,16493,3
111058,16494,2
108550,14490,3
105686,10086,2
105689,10086,2
105691,10086,2
108551,14491,2
105692,10086,2
105693,10086,2
105696,10086,1
105697,10086,2
105701,10086,6
105702,10086,2
103383,10001,3
102874,10086,6
103038,10086,2
105582,10086,2
109115,10086,2
100103,10087,3
111105,16495,2
105715,16495,2
103385,10001,3
103386,10001,9
103390,10001,9
100012,10087,3
100017,10088,3
111050,16496,2
100017,10089,7
100006,10090,3
100006,10091,3
105715,16497,3
105745,16498,2
103395,10001,6
103403,10001,6
111058,16499,3
105715,16500,3
105715,16501,2
103245,10001,6
115907,10001,9
100040,10091,3
100011,10001,3
102345,10001,6
102780,10001,3
100050,10091,3
100221,10091,3
105745,16502,3
100003,10091,3
105711,16503,7
102922,10001,6
102811,10001,9
100131,10091,3
100298,10091,3
111119,16504,3
111124,16505,7
106453,16506,3
111130,16507,3
108780,14491,2
108556,14492,6
117560,10006,3
108568,14492,1
100334,10091,3
100362,10091,3
100354,10091,3
100377,10091,3
111130,16508,3
105745,16509,3
100349,10091,3
103397,10001,9
105711,14493,3
108558,14494,6
102749,10001,9
100405,10091,3
100402,10091,3
103472,10001,9
100123,10003,2
100792,10091,3
100111,10091,3
100579,10091,3
101916,10091,3
101922,10091,3
102237,10091,3
111131,16510,2
107338,16511,3
106928,14495,3
109115,16512,2
105711,16513,2
102296,10091,3
102298,10091,3
102393,10091,3
100628,10091,3
102786,10091,3
100003,10091,1
105711,16514,2
100473,10091,3
103129,10091,3
103452,10091,3
103404,10091,3
103648,10091,3
103813,10091,3
103880,10091,3
105711,14496,3
111143,16515,1
104021,10091,3
100123,10091,3
103661,10091,3
108564,14497,3
111144,16516,3
103473,10001,9
105711,14498,3
120084,14498,3
105711,14499,3
105745,14500,3
104250,10091,3
129552,10006,3
100011,10091,6
103957,10091,3
104488,10091,3
104327,10091,3
105107,10091,3
105121,10091,3
105134,10091,3
105349,10091,3
101924,10091,3
105425,10091,3
106007,10091,3
106087,10091,3
106243,10091,3
106247,10091,3
105711,10091,3
106289,10091,3
106381,10091,3
106213,10091,3
106522,10091,3
105715,10091,3
105711,16517,6
109115,16518,3
110928,16519,3
103474,10001,9
106627,10091,3
106974,10091,3
107015,10091,3
105711,10091,1
111153,16520,3
103478,10001,6
105745,16521,3
115915,16521,3
108570,14501,2
102176,10001,1
108574,16522,3
100032,10001,5
111155,16523,6
102366,10001,6
107338,16524,3
108571,14502,6
106351,10091,3
107434,10091,3
101596,10001,1
107338,16525,3
105711,16526,3
105869,16527,3
107445,10091,3
107446,10091,3
107450,10091,3
100006,16528,3
111162,16529,3
105711,16530,3
100695,10001,3
101988,10001,1
111165,16531,3
107457,10091,3
107465,10091,3
107615,10091,3
107727,10091,3
102531,10091,3
107926,10091,3
107947,10091,3
107955,10091,3
107975,10091,3
108107,10091,3
106484,10091,3
105944,10091,3
108935,10091,3
109646,10091,3
110014,10091,3
111772,10091,3
112219,10091,3
112525,10091,3
113348,10091,3
110817,16532,2
111166,16533,3
114000,10091,3
114258,10091,3
110017,16534,3
109115,16535,3
103512,10001,9
103512,16536,3
105880,16537,3
111173,16538,3
103519,10001,1
105715,16539,3
102217,10001,3
103525,10001,6
105715,16540,2
103537,10001,3
111028,16541,3
108572,14503,1
114837,10091,3
115465,10091,3
100418,10091,3
116379,10091,3
116853,10091,3
115905,10091,3
117210,10091,3
108575,14504,1
103331,10001,1
101339,10001,1
111188,16542,3
102155,10005,7
111191,16542,3
109744,16543,3
109115,16544,3
105878,16545,3
110056,16546,3
102753,10001,6
109778,10091,3
100543,10005,2
106487,14505,1
117884,10091,3
111205,16547,3
116670,10091,3
116653,10091,3
119165,10091,3
106467,16548,3
107184,16549,3
108201,16550,2
116365,16550,2
116279,16550,6
100418,16550,1
119975,10091,3
120032,10091,3
101844,10091,3
101596,10001,9
120312,10091,3
108576,14506,3
105878,14507,3
108581,14508,3
108582,14509,6
106487,14510,2
120568,10091,3
120735,10091,3
120827,10091,3
121857,10091,3
108583,14511,2
103397,10001,6
103397,16550,6
103091,10001,9
103559,10001,9
102922,10001,3
102455,10001,3
120477,10091,3
117875,10091,3
101861,10091,3
124415,10091,3
124548,10091,3
124956,10091,3
115084,10091,3
117844,10091,3
125686,10091,3
102811,10001,6
102881,10001,1
111210,16551,3
108745,16552,3
102758,10001,1
111216,16553,3
111228,16554,7
106928,16555,3
103584,10001,6
102683,10001,1
105715,16556,3
111229,16557,3
127927,10091,3
116878,10091,3
129384,10091,3
105715,16558,3
101388,10001,9
103367,10001,3
111232,16559,3
107309,16560,3
116439,10006,3
116179,10006,3
108587,14512,3
116219,10091,3
103493,10001,9
111234,16561,3
103493,10001,1
122381,16561,3
106768,16562,3
111235,16563,3
103598,10001,9
119815,10006,3
100137,10005,2
103615,10001,9
111246,16564,6
105914,16565,3
105773,16566,3
106467,16566,3
109012,16567,3
118393,16567,3
103121,10001,3
115901,16567,3
120215,10091,3
118358,16567,3
115978,16567,3
118871,16567,3
102760,10001,9
123340,16567,3
103657,10001,9
103619,10001,1
130783,10091,3
131404,10091,3
123585,16567,3
115907,16567,3
120468,16567,3
118954,16567,3
103710,10001,1
103710,10001,9
103203,10001,6
101514,10001,3
120169,16567,3
117113,16567,3
125339,16567,3
125602,16567,3
126232,16567,3
131497,10091,3
103754,10001,6
123692,10091,3
132201,10091,3
126649,16567,3
102326,10001,1
100108,10092,3
121412,16567,3
127007,16567,5
122746,16567,3
123758,16567,3
100151,10092,3
100006,10092,3
100006,10093,7
100017,10094,3
125532,16567,3
117659,16567,3
128903,16567,3
101861,10001,9
129628,16567,3
108588,14513,2
100006,10095,3
100044,10096,3
100244,10096,3
131840,16567,3
129197,16567,3
115963,16567,3
115963,16568,3
111509,16568,3
105711,16569,3
111258,16570,2
105711,16571,3
105711,16572,6
103490,10001,9
102859,10001,3
100020,10096,3
100335,10096,3
100495,10096,3
102294,10096,3
100112,10097,7
100006,10098,3
100113,10099,2
100037,10100,3
100114,10101,3
100116,10102,7
103784,10001,9
105711,16572,2
102531,16572,2
107234,16572,6
105745,16573,3
105745,16574,3
105711,16575,3
105711,16576,3
102659,10001,1
102659,10006,3
100040,10103,7
101773,10103,7
102659,10001,9
100512,10005,2
102681,10005,2
103493,10001,3
105711,16577,3
103802,10001,4
116673,10023,6
103129,10103,7
103363,10103,7
108591,14514,1
103949,10103,7
104152,10103,7
105122,10103,7
105711,16578,3
105711,16579,2
105423,10103,7
105830,10103,3
105711,10103,3
105916,10103,7
105715,10103,7
105745,16580,3
105711,16581,3
124363,10006,3
103803,10001,4
106049,10103,3
106118,10103,7
106145,10103,7
106180,10103,7
105872,10103,7
102531,10103,7
106315,10103,7
111263,16582,3
100526,10001,1
106346,10103,7
106367,10103,7
108592,14515,3
106412,10103,3
105711,16583,3
101326,10001,9
109702,16584,3
122232,10006,1
108594,14516,3
105711,16585,2
105745,16586,3
105711,10103,7
106431,10103,7
106433,10103,7
106022,10103,7
106613,10103,3
100689,10001,3
105711,16587,2
106671,10103,7
106740,10103,3
107035,10103,7
105816,10103,7
106611,10103,7
102683,10001,7
108596,14517,3
107189,10103,7
111268,16587,2
105711,16588,3
110056,16589,3
103164,10001,1
108600,14518,6
103484,10001,1
105711,16590,3
105745,16591,3
107309,16592,3
103781,10001,6
101690,10001,6
103876,10001,6
105778,10103,7
105711,10103,2
107582,10103,7
108044,10103,3
105877,10103,7
100711,10001,3
111281,16593,3
111281,16594,3
106558,10103,3
108232,10103,3
103552,16595,3
111282,16596,3
103883,10001,3
111308,16597,3
105711,16598,3
111312,16599,3
105715,10103,2
101502,10001,6
111316,16600,3
103155,10001,1
103953,10001,1
105715,10103,3
111320,16601,3
103964,10001,9
102531,10103,3
108335,10103,3
103978,10001,9
103431,10001,9
106671,16602,3
105711,16603,3
111327,16604,3
105745,16605,2
103552,10001,9
106920,10103,7
108467,10103,7
107338,10103,3
102659,10001,6
108729,10103,7
108601,14519,2
108604,14520,2
111332,16606,7
111340,16607,3
108731,10103,3
111346,16608,3
111350,16609,7
104011,10001,1
108370,10103,7
107799,10103,7
101201,10005,2
103831,10001,9
109114,10103,3
109118,10103,7
102406,10005,2
105715,16610,3
111370,16611,7
103547,10001,6
109618,10103,7
109618,16612,2
111374,16613,3
111378,16614,8
111380,16615,2
111385,16616,2
105886,10103,3
105711,16617,3
105711,16618,2
111389,16619,7
105757,10103,3
109115,14520,2
100489,10001,6
111392,16620,3
110049,10103,7
111393,16621,3
111395,16622,3
111401,16623,3
111403,16624,2
105946,16625,3
103028,10001,5
100011,10001,9
102531,14521,3
105711,14521,3
102197,10001,1
111413,16626,3
107338,10103,2
111416,16627,1
104118,10001,9
107338,16628,3
107234,10103,6
105711,16629,7
111407,16630,3
111433,16630,3
111430,16631,2
111429,16632,3
102531,16633,2
111440,16634,3
106360,14522,3
108605,14523,7
108608,14524,3
108610,14525,3
108612,14526,2
110062,10103,7
106075,10103,7
111442,16635,3
111429,16636,3
105711,16637,3
111429,16638,3
111448,16638,3
111436,16639,3
111450,16640,3
103637,10001,3
108027,16641,3
104168,10001,9
105711,16641,3
105711,16642,3
104184,10001,5
108027,16643,2
105711,16644,3
105711,16645,1
106638,14527,2
104189,10001,9
104190,10001,9
104121,10001,9
105711,14528,3
104197,10001,6
111452,16646,2
104199,10001,9
104210,10001,9
104218,10001,9
110209,10103,3
110240,10103,3
107751,16647,3
104221,10001,9
104229,10001,9
110439,10103,7
109896,10103,7
111458,16648,2
105816,10103,2
104234,10001,9
118358,16648,6
100209,10002,3
104799,10002,3
110880,10103,7
110884,10103,7
100489,10001,1
100489,10006,3
105877,10103,3
104239,10001,1
118622,16648,6
104241,10001,9
104242,10001,6
105711,16649,3
106182,16650,3
105711,16651,3
111481,16652,3
111487,16653,3
116219,10006,3
108614,14529,3
104243,10001,9
103155,10001,6
104261,10001,9
105938,10103,3
111202,10103,7
102328,10001,9
111488,16654,6
100696,10001,9
105711,16655,3
104058,10001,9
105745,16656,3
101660,10002,3
104271,10001,1
103440,10001,9
105711,16657,3
111626,10103,3
104280,10001,9
104282,10001,9
104282,16658,3
116331,10103,7
104292,10001,7
105711,16659,3
105711,16660,3
104299,10001,4
109012,16661,3
109012,16662,3
116332,10103,7
116333,10103,7
116491,10103,7
106647,16663,3
104301,10001,9
100418,21119,3
116506,10103,7
102470,10103,7
100418,10103,7
117318,10103,7
115914,10103,2
117514,10103,7
117640,10103,2
117642,10103,2
116792,10103,7
115971,10103,7
117727,10103,7
118028,10103,7
118112,10103,7
118409,10103,7
119763,10103,2
121973,10103,7
100117,10104,7
105711,10104,3
100012,10105,7
100118,10106,3
100119,10107,7
111496,16664,3
111498,16665,3
104308,10001,9
109171,16666,3
100120,10108,2
100121,10109,3
108616,14529,3
105711,16667,3
109012,16668,3
105711,16669,2
104312,10001,6
105711,16670,3
100006,10109,3
108230,14530,3
108617,14531,7
105711,16671,3
105711,16672,6
105769,16673,3
129744,10006,3
103643,10001,1
103643,10110,1
105769,16674,2
111502,16675,3
100124,10111,7
111503,16676,7
102744,10001,1
108621,14532,6
109987,14532,6
100131,10111,7
100003,10111,7
100473,10111,7
100668,10111,7
105711,16677,3
104223,10001,9
105769,16678,7
106467,16679,3
100753,10111,7
100003,10111,2
104339,10001,3
105711,16680,3
105745,16681,3
105745,16682,3
106008,16683,6
111507,16684,3
111507,16685,3
103704,10001,9
100911,10111,2
100996,10111,7
100786,10111,2
111508,16686,1
103354,10001,9
111510,16687,2
111511,16688,2
105745,16689,3
115901,10006,3
104353,10001,9
103438,10001,9
105711,16690,3
104357,10001,9
100287,10111,7
101074,10111,7
100570,10111,7
100742,10111,7
101608,10111,7
100209,10111,7
111524,16691,3
117165,10006,3
111527,16692,3
101201,10111,7
104357,10001,7
103888,10001,4
111530,16693,3
111531,16694,2
103155,10001,9
102336,10111,7
102355,10111,7
100123,10111,7
100182,10111,1
104378,10001,9
110618,14532,6
105711,16695,2
105711,16696,3
104384,10001,9
104182,10001,9
104386,10001,9
100742,10111,2
100437,10111,7
100788,10111,7
105711,16697,1
100123,10111,2
106901,14533,3
101783,10111,7
100012,10112,3
104389,10001,9
104292,10001,9
108625,14534,2
100050,10113,3
100681,10113,3
101126,10113,3
105711,10113,3
105715,10113,3
107845,10113,3
103957,10001,7
107046,10113,3
105939,10113,3
109120,10113,3
109130,10113,3
111537,16698,3
108626,14535,1
108627,14536,3
108627,10023,1
109131,10113,3
109186,10113,3
106118,10113,3
110409,10113,3
116072,10113,3
100050,10114,3
100155,10114,1
100155,10114,3
100230,10114,3
100417,10114,4
100003,10114,3
100123,10114,3
100489,10114,3
100165,10114,1
100812,10114,3
100219,10114,1
100823,10114,3
100003,10114,1
100616,10114,3
100561,10114,3
105711,16698,3
103205,10001,1
111537,16699,3
101531,10114,3
100883,10114,3
100528,10114,3
101213,10114,3
101490,10114,3
111778,16699,3
100418,16699,3
104404,10001,9
116673,16699,3
115907,16699,3
100418,16699,1
100287,10114,3
102004,10114,3
104405,10001,6
115978,16699,3
102594,10001,9
101608,10114,3
100526,10001,9
100184,10003,2
115911,16699,3
100543,10114,3
100824,10114,3
100437,10114,3
101847,10114,3
102113,10114,3
101016,10114,3
100906,10114,3
101144,10114,3
102599,10114,3
100459,10114,3
101186,10114,3
116374,16699,3
121359,16699,3
130667,16699,3
102531,16700,1
102531,16700,3
101984,16700,3
118871,16700,3
101861,16700,1
109778,16700,3
101844,16700,3
121879,16700,3
102503,10114,3
105711,16701,3
105711,16702,3
108027,16703,3
100184,10114,3
100032,10114,3
104857,10114,3
105711,16704,3
105711,16705,3
100847,10001,9
105715,16705,3
111534,16706,2
103155,10114,3
105115,10114,3
105052,10114,3
101306,10114,3
101552,10114,3
105711,16707,3
104420,10001,9
111552,16708,7
105745,16709,3
100655,10114,3
101668,10114,3
105715,16710,3
111554,16711,3
108628,14537,2
104086,10001,9
103704,10114,3
108629,14538,3
108629,14539,3
105715,16712,3
122256,16712,6
104431,10001,9
104432,10001,9
104431,10001,5
101339,10114,3
103191,10114,3
108634,14540,2
125753,16712,3
104628,10114,3
103781,10114,3
130715,16712,3
111555,16713,3
104437,10001,9
101414,10114,3
109617,10114,3
100040,10115,3
100050,10116,3
111562,16714,6
105816,16715,3
105711,16715,3
100050,10117,3
100133,10118,7
100134,10119,3
100040,10120,3
115930,16715,3
116217,16715,3
100135,10121,3
100135,10122,3
100134,10123,3
100003,10123,1
100139,10124,7
100418,16715,3
100140,10125,7
100029,10125,7
101824,10001,9
104440,10001,9
104240,10001,9
116012,16715,1
107176,10125,7
100141,10126,7
100142,10127,3
116464,16715,3
116374,16715,3
116524,16715,3
115911,16715,3
116758,16715,3
116157,16715,3
117023,16715,3
115907,16715,1
100143,10128,7
100006,10129,3
100140,10130,3
117253,10006,3
115996,16715,1
103935,10001,9
100029,10131,7
100006,10132,3
100140,10133,7
104442,10001,9
117216,16715,1
100788,10003,7
104443,10001,9
100148,10134,2
100029,10135,7
116347,16715,3
104448,10001,5
104449,10001,9
100140,10136,3
101903,10003,7
117100,21120,5
100152,10137,7
116169,16715,3
117438,16715,3
117446,16715,3
100140,10138,7
117181,16715,3
117601,16715,3
115914,16715,3
117758,16715,3
103568,10001,9
104452,10001,9
108635,14541,3
117778,16715,3
116017,16715,3
108636,14542,3
117536,16715,3
100418,16715,1
116318,16715,3
104451,10001,9
100154,10139,3
118788,16715,3
119460,16715,3
100152,10140,7
100155,10141,1
116817,16715,3
116344,16715,3
105816,16716,5
105711,16717,2
104459,10001,9
104460,10001,9
104462,10001,1
108639,14543,3
108642,14544,2
108643,14545,9
108645,14546,3
108645,14547,1
108649,14548,3
108651,14549,5
108652,14550,3
108654,14551,3
108656,14552,3
106980,14552,3
108657,14553,2
111578,16718,2
100163,10141,2
105862,16719,3
104464,10001,9
104466,10001,9
101408,10003,7
111125,16720,3
109115,16721,2
100186,10141,2
100186,14554,3
100230,10141,5
108659,14555,3
100009,10141,2
100251,10141,2
100284,10141,2
100020,10141,1
111583,16722,7
105711,16723,3
111585,16724,1
100155,10141,2
105715,14556,3
104467,10001,9
108661,14557,3
108662,14558,2
100020,10141,2
100337,10141,4
104469,10001,9
111587,16725,3
100003,10141,1
100346,10141,1
122999,10006,3
105711,16726,3
109471,16727,3
111589,16728,3
108671,14558,2
111590,16729,3
104470,10001,9
100347,10141,2
100373,10141,2
100266,10141,2
100400,10141,2
100411,10141,1
100213,10141,2
100458,10141,2
100382,10141,2
100385,10141,2
100372,10141,2
100184,10141,2
104472,10001,9
101221,10003,3
104471,10001,9
100543,10141,2
100476,10141,2
100218,10141,2
100557,10141,2
100137,10141,2
100626,10141,2
100003,10141,2
104478,10001,9
101861,16730,3
104479,10001,9
109471,16731,3
108674,14558,2
104482,10001,6
100571,10141,2
100607,10141,2
115930,10006,3
102837,16732,7
100287,10141,2
100692,10141,2
100621,10141,2
100574,10141,1
100685,10141,1
100438,10141,5
111602,16733,2
111602,10006,3
100621,10141,1
100692,10141,1
104489,10001,9
108458,14559,3
104500,10001,9
101342,10001,1
100677,10141,1
109041,16734,3
111605,16735,3
104520,10001,9
109471,16736,2
111611,16736,2
125038,16736,7
105711,14560,2
100684,10141,2
100287,10141,1
100459,10141,2
100735,10141,2
101861,16737,3
105783,16738,3
111620,16739,7
105711,16740,3
100719,10141,2
111627,16741,2
111627,16742,7
111631,16743,3
104528,10001,1
100406,10141,1
106484,14561,3
111232,16744,3
100165,10141,1
111646,16745,3
100743,10141,6
